"","Subj","Age","Test","Probe","Accuracy","Rating"
"2106",118,0,1,0,1,1
"2107",118,0,1,0,1,1
"2108",118,0,1,0,1,1
"2109",118,0,1,0,1,1
"2110",118,0,1,0,1,1
"2111",118,0,1,0,1,1
"2112",118,0,1,0,1,1
"2113",118,0,1,0,1,1
"2114",118,0,1,0,1,1
"2115",118,0,1,0,1,2
"2116",118,0,1,0,1,2
"2117",118,0,1,0,1,2
"2118",118,0,1,0,1,2
"2119",118,0,1,0,1,2
"2120",118,0,1,0,1,2
"2121",118,0,1,0,1,2
"2122",118,0,1,0,1,2
"2123",118,0,1,0,1,2
"2124",118,0,1,0,1,3
"2125",118,0,1,0,1,3
"2126",118,0,1,0,0,4
"2127",118,0,1,0,0,4
"2128",118,0,1,0,0,5
"2129",118,0,1,0,0,5
"2130",118,0,1,0,0,5
"2131",118,0,1,1,0,1
"2132",118,0,1,1,0,1
"2133",118,0,1,1,0,2
"2134",118,0,1,1,0,2
"2135",118,0,1,1,0,3
"2136",118,0,1,1,0,3
"2137",118,0,1,1,0,3
"2138",118,0,1,1,0,3
"2139",118,0,1,1,1,4
"2140",118,0,1,1,1,4
"2141",118,0,1,1,1,4
"2142",118,0,1,1,1,4
"2143",118,0,1,1,1,4
"2144",118,0,1,1,1,5
"2145",118,0,1,1,1,5
"2146",118,0,1,1,1,5
"2147",118,0,1,1,1,5
"2148",118,0,1,1,1,6
"2149",118,0,1,1,1,6
"2150",118,0,1,1,1,6
"2151",118,0,1,1,1,6
"2152",118,0,1,1,1,6
"2153",118,0,1,1,1,6
"2154",118,0,1,1,1,6
"2155",118,0,1,1,1,6
"2156",118,0,1,1,1,6
"2157",118,0,1,1,1,6
"2158",118,0,1,1,1,6
"2159",118,0,1,1,1,6
"2160",118,0,1,1,1,6
"2161",119,0,0,0,1,1
"2162",119,0,0,0,1,1
"2163",119,0,0,0,1,1
"2164",119,0,0,0,1,1
"2165",119,0,0,0,1,1
"2166",119,0,0,0,1,1
"2167",119,0,0,0,1,1
"2168",119,0,0,0,1,1
"2169",119,0,0,0,1,1
"2170",119,0,0,0,1,1
"2171",119,0,0,0,1,1
"2172",119,0,0,0,1,1
"2173",119,0,0,0,1,1
"2174",119,0,0,0,1,1
"2175",119,0,0,0,1,1
"2176",119,0,0,0,1,2
"2177",119,0,0,0,1,2
"2178",119,0,0,0,1,2
"2179",119,0,0,0,1,2
"2180",119,0,0,0,1,2
"2181",119,0,0,0,1,3
"2182",119,0,0,0,1,3
"2183",119,0,0,0,1,3
"2184",119,0,0,0,1,3
"2185",119,0,0,0,1,3
"2186",119,0,0,0,1,3
"2187",119,0,0,0,0,4
"2188",119,0,0,0,0,4
"2189",119,0,0,0,0,4
"2190",119,0,0,0,0,4
"2191",119,0,0,1,0,2
"2192",119,0,0,1,0,2
"2193",119,0,0,1,0,2
"2194",119,0,0,1,0,2
"2195",119,0,0,1,0,3
"2196",119,0,0,1,0,3
"2197",119,0,0,1,1,4
"2198",119,0,0,1,1,4
"2199",119,0,0,1,1,5
"2200",119,0,0,1,1,5
"2201",119,0,0,1,1,5
"2202",119,0,0,1,1,5
"2203",119,0,0,1,1,5
"2204",119,0,0,1,1,6
"2205",119,0,0,1,1,6
"2206",119,0,0,1,1,6
"2207",119,0,0,1,1,6
"2208",119,0,0,1,1,6
"2209",119,0,0,1,1,6
"2210",119,0,0,1,1,6
"2211",119,0,0,1,1,6
"2212",119,0,0,1,1,6
"2213",119,0,0,1,1,6
"2214",119,0,0,1,1,6
"2215",119,0,0,1,1,6
"2216",119,0,0,1,1,6
"2217",119,0,0,1,1,6
"2218",119,0,0,1,1,6
"2219",119,0,0,1,1,6
"2220",119,0,0,1,1,6
"2221",119,0,1,0,1,1
"2222",119,0,1,0,1,1
"2223",119,0,1,0,1,1
"2224",119,0,1,0,1,1
"2225",119,0,1,0,1,1
"2226",119,0,1,0,1,1
"2227",119,0,1,0,1,1
"2228",119,0,1,0,1,1
"2229",119,0,1,0,1,1
"2230",119,0,1,0,1,1
"2231",119,0,1,0,1,1
"2232",119,0,1,0,1,1
"2233",119,0,1,0,1,1
"2234",119,0,1,0,1,2
"2235",119,0,1,0,1,2
"2236",119,0,1,0,1,2
"2237",119,0,1,0,1,3
"2238",119,0,1,0,1,3
"2239",119,0,1,0,0,4
"2240",119,0,1,0,0,4
"2241",119,0,1,0,0,4
"2242",119,0,1,0,0,4
"2243",119,0,1,0,0,5
"2244",119,0,1,0,0,5
"2245",119,0,1,0,0,5
"2246",119,0,1,0,0,5
"2247",119,0,1,0,0,5
"2248",119,0,1,0,0,6
"2249",119,0,1,0,0,6
"2250",119,0,1,0,0,6
"2251",119,0,1,1,0,3
"2252",119,0,1,1,0,3
"2253",119,0,1,1,0,3
"2254",119,0,1,1,1,4
"2255",119,0,1,1,1,4
"2256",119,0,1,1,1,4
"2257",119,0,1,1,1,4
"2258",119,0,1,1,1,5
"2259",119,0,1,1,1,5
"2260",119,0,1,1,1,5
"2261",119,0,1,1,1,5
"2262",119,0,1,1,1,5
"2263",119,0,1,1,1,5
"2264",119,0,1,1,1,5
"2265",119,0,1,1,1,5
"2266",119,0,1,1,1,5
"2267",119,0,1,1,1,5
"2268",119,0,1,1,1,6
"2269",119,0,1,1,1,6
"2270",119,0,1,1,1,6
"2271",119,0,1,1,1,6
"2272",119,0,1,1,1,6
"2273",119,0,1,1,1,6
"2274",119,0,1,1,1,6
"2275",119,0,1,1,1,6
"2276",119,0,1,1,1,6
"2277",119,0,1,1,1,6
"2278",119,0,1,1,1,6
"2279",119,0,1,1,1,6
"2280",119,0,1,1,1,6
"2281",120,0,0,0,1,1
"2282",120,0,0,0,1,1
"2283",120,0,0,0,1,1
"2284",120,0,0,0,1,1
"2285",120,0,0,0,1,1
"2286",120,0,0,0,1,1
"2287",120,0,0,0,1,1
"2288",120,0,0,0,1,1
"2289",120,0,0,0,1,1
"2290",120,0,0,0,1,1
"2291",120,0,0,0,1,2
"2292",120,0,0,0,1,2
"2293",120,0,0,0,1,2
"2294",120,0,0,0,1,2
"2295",120,0,0,0,1,2
"2296",120,0,0,0,1,2
"2297",120,0,0,0,1,2
"2298",120,0,0,0,1,2
"2299",120,0,0,0,1,3
"2300",120,0,0,0,1,3
"2301",120,0,0,0,1,3
"2302",120,0,0,0,1,3
"2303",120,0,0,0,1,3
"2304",120,0,0,0,1,3
"2305",120,0,0,0,0,4
"2306",120,0,0,0,0,4
"2307",120,0,0,0,0,4
"2308",120,0,0,0,0,4
"2309",120,0,0,0,0,5
"2310",120,0,0,0,0,6
"2311",120,0,0,1,0,1
"2312",120,0,0,1,0,1
"2313",120,0,0,1,0,1
"2314",120,0,0,1,1,4
"2315",120,0,0,1,1,4
"2316",120,0,0,1,1,5
"2317",120,0,0,1,1,5
"2318",120,0,0,1,1,5
"2319",120,0,0,1,1,5
"2320",120,0,0,1,1,5
"2321",120,0,0,1,1,6
"2322",120,0,0,1,1,6
"2323",120,0,0,1,1,6
"2324",120,0,0,1,1,6
"2325",120,0,0,1,1,6
"2326",120,0,0,1,1,6
"2327",120,0,0,1,1,6
"2328",120,0,0,1,1,6
"2329",120,0,0,1,1,6
"2330",120,0,0,1,1,6
"2331",120,0,0,1,1,6
"2332",120,0,0,1,1,6
"2333",120,0,0,1,1,6
"2334",120,0,0,1,1,6
"2335",120,0,0,1,1,6
"2336",120,0,0,1,1,6
"2337",120,0,0,1,1,6
"2338",120,0,0,1,1,6
"2339",120,0,0,1,1,6
"2340",120,0,0,1,1,6
"2341",120,0,1,0,1,1
"2342",120,0,1,0,1,1
"2343",120,0,1,0,1,1
"2344",120,0,1,0,1,1
"2345",120,0,1,0,1,1
"2346",120,0,1,0,1,1
"2347",120,0,1,0,1,1
"2348",120,0,1,0,1,1
"2349",120,0,1,0,1,1
"2350",120,0,1,0,1,1
"2351",120,0,1,0,1,1
"2352",120,0,1,0,1,2
"2353",120,0,1,0,1,2
"2354",120,0,1,0,1,2
"2355",120,0,1,0,1,2
"2356",120,0,1,0,1,2
"2357",120,0,1,0,1,2
"2358",120,0,1,0,1,2
"2359",120,0,1,0,1,3
"2360",120,0,1,0,0,4
"2361",120,0,1,0,0,4
"2362",120,0,1,0,0,4
"2363",120,0,1,0,0,4
"2364",120,0,1,0,0,5
"2365",120,0,1,0,0,5
"2366",120,0,1,0,0,5
"2367",120,0,1,0,0,5
"2368",120,0,1,0,0,6
"2369",120,0,1,0,0,6
"2370",120,0,1,0,0,6
"2371",120,0,1,1,0,1
"2372",120,0,1,1,0,1
"2373",120,0,1,1,0,2
"2374",120,0,1,1,0,2
"2375",120,0,1,1,0,2
"2376",120,0,1,1,0,2
"2377",120,0,1,1,0,3
"2378",120,0,1,1,0,3
"2379",120,0,1,1,1,4
"2380",120,0,1,1,1,4
"2381",120,0,1,1,1,4
"2382",120,0,1,1,1,4
"2383",120,0,1,1,1,5
"2384",120,0,1,1,1,5
"2385",120,0,1,1,1,5
"2386",120,0,1,1,1,5
"2387",120,0,1,1,1,5
"2388",120,0,1,1,1,5
"2389",120,0,1,1,1,5
"2390",120,0,1,1,1,6
"2391",120,0,1,1,1,6
"2392",120,0,1,1,1,6
"2393",120,0,1,1,1,6
"2394",120,0,1,1,1,6
"2395",120,0,1,1,1,6
"2396",120,0,1,1,1,6
"2397",120,0,1,1,1,6
"2398",120,0,1,1,1,6
"2399",120,0,1,1,1,6
"2400",120,0,1,1,1,6
"2401",121,0,0,0,1,1
"2402",121,0,0,0,1,1
"2403",121,0,0,0,1,1
"2404",121,0,0,0,1,1
"2405",121,0,0,0,1,1
"2406",121,0,0,0,1,1
"2407",121,0,0,0,1,1
"2408",121,0,0,0,1,1
"2409",121,0,0,0,1,1
"2410",121,0,0,0,1,1
"2411",121,0,0,0,1,1
"2412",121,0,0,0,1,1
"2413",121,0,0,0,1,1
"2414",121,0,0,0,1,1
"2415",121,0,0,0,1,1
"2416",121,0,0,0,1,1
"2417",121,0,0,0,1,1
"2418",121,0,0,0,1,1
"2419",121,0,0,0,1,1
"2420",121,0,0,0,1,1
"2421",121,0,0,0,1,1
"2422",121,0,0,0,1,1
"2423",121,0,0,0,1,1
"2424",121,0,0,0,1,1
"2425",121,0,0,0,1,1
"2426",121,0,0,0,1,2
"2427",121,0,0,0,1,2
"2428",121,0,0,0,1,3
"2429",121,0,0,0,0,4
"2430",121,0,0,0,0,4
"2431",121,0,0,1,0,3
"2432",121,0,0,1,0,3
"2433",121,0,0,1,0,3
"2434",121,0,0,1,1,4
"2435",121,0,0,1,1,6
"2436",121,0,0,1,1,6
"2437",121,0,0,1,1,6
"2438",121,0,0,1,1,6
"2439",121,0,0,1,1,6
"2440",121,0,0,1,1,6
"2441",121,0,0,1,1,6
"2442",121,0,0,1,1,6
"2443",121,0,0,1,1,6
"2444",121,0,0,1,1,6
"2445",121,0,0,1,1,6
"2446",121,0,0,1,1,6
"2447",121,0,0,1,1,6
"2448",121,0,0,1,1,6
"2449",121,0,0,1,1,6
"2450",121,0,0,1,1,6
"2451",121,0,0,1,1,6
"2452",121,0,0,1,1,6
"2453",121,0,0,1,1,6
"2454",121,0,0,1,1,6
"2455",121,0,0,1,1,6
"2456",121,0,0,1,1,6
"2457",121,0,0,1,1,6
"2458",121,0,0,1,1,6
"2459",121,0,0,1,1,6
"2460",121,0,0,1,1,6
"2461",121,0,1,0,1,1
"2462",121,0,1,0,1,1
"2463",121,0,1,0,1,1
"2464",121,0,1,0,1,1
"2465",121,0,1,0,1,1
"2466",121,0,1,0,1,1
"2467",121,0,1,0,1,1
"2468",121,0,1,0,1,1
"2469",121,0,1,0,1,1
"2470",121,0,1,0,1,1
"2471",121,0,1,0,1,1
"2472",121,0,1,0,1,1
"2473",121,0,1,0,1,1
"2474",121,0,1,0,1,1
"2475",121,0,1,0,1,1
"2476",121,0,1,0,1,2
"2477",121,0,1,0,1,2
"2478",121,0,1,0,1,2
"2479",121,0,1,0,1,2
"2480",121,0,1,0,1,2
"2481",121,0,1,0,1,2
"2482",121,0,1,0,1,2
"2483",121,0,1,0,1,3
"2484",121,0,1,0,1,3
"2485",121,0,1,0,0,4
"2486",121,0,1,0,0,4
"2487",121,0,1,0,0,4
"2488",121,0,1,0,0,5
"2489",121,0,1,0,0,5
"2490",121,0,1,0,0,5
"2491",121,0,1,1,0,1
"2492",121,0,1,1,0,2
"2493",121,0,1,1,0,2
"2494",121,0,1,1,0,2
"2495",121,0,1,1,0,2
"2496",121,0,1,1,0,3
"2497",121,0,1,1,1,4
"2498",121,0,1,1,1,4
"2499",121,0,1,1,1,5
"2500",121,0,1,1,1,6
"2501",121,0,1,1,1,6
"2502",121,0,1,1,1,6
"2503",121,0,1,1,1,6
"2504",121,0,1,1,1,6
"2505",121,0,1,1,1,6
"2506",121,0,1,1,1,6
"2507",121,0,1,1,1,6
"2508",121,0,1,1,1,6
"2509",121,0,1,1,1,6
"2510",121,0,1,1,1,6
"2511",121,0,1,1,1,6
"2512",121,0,1,1,1,6
"2513",121,0,1,1,1,6
"2514",121,0,1,1,1,6
"2515",121,0,1,1,1,6
"2516",121,0,1,1,1,6
"2517",121,0,1,1,1,6
"2518",121,0,1,1,1,6
"2519",121,0,1,1,1,6
"2520",121,0,1,1,1,6
"2521",122,0,0,0,1,1
"2522",122,0,0,0,1,1
"2523",122,0,0,0,1,1
"2524",122,0,0,0,1,1
"2525",122,0,0,0,1,1
"2526",122,0,0,0,1,1
"2527",122,0,0,0,1,1
"2528",122,0,0,0,1,1
"2529",122,0,0,0,1,1
"2530",122,0,0,0,1,1
"2531",122,0,0,0,1,1
"2532",122,0,0,0,1,1
"2533",122,0,0,0,1,1
"2534",122,0,0,0,1,1
"2535",122,0,0,0,1,1
"2536",122,0,0,0,1,1
"2537",122,0,0,0,1,1
"2538",122,0,0,0,1,1
"2539",122,0,0,0,1,1
"2540",122,0,0,0,1,2
"2541",122,0,0,0,1,2
"2542",122,0,0,0,1,2
"2543",122,0,0,0,1,2
"2544",122,0,0,0,1,2
"2545",122,0,0,0,1,3
"2546",122,0,0,0,1,3
"2547",122,0,0,0,0,4
"2548",122,0,0,0,0,5
"2549",122,0,0,0,0,5
"2550",122,0,0,0,0,5
"2551",122,0,0,1,0,2
"2552",122,0,0,1,0,2
"2553",122,0,0,1,0,3
"2554",122,0,0,1,0,3
"2555",122,0,0,1,0,3
"2556",122,0,0,1,0,3
"2557",122,0,0,1,1,4
"2558",122,0,0,1,1,4
"2559",122,0,0,1,1,5
"2560",122,0,0,1,1,5
"2561",122,0,0,1,1,5
"2562",122,0,0,1,1,6
"2563",122,0,0,1,1,6
"2564",122,0,0,1,1,6
"2565",122,0,0,1,1,6
"2566",122,0,0,1,1,6
"2567",122,0,0,1,1,6
"2568",122,0,0,1,1,6
"2569",122,0,0,1,1,6
"2570",122,0,0,1,1,6
"2571",122,0,0,1,1,6
"2572",122,0,0,1,1,6
"2573",122,0,0,1,1,6
"2574",122,0,0,1,1,6
"2575",122,0,0,1,1,6
"2576",122,0,0,1,1,6
"2577",122,0,0,1,1,6
"2578",122,0,0,1,1,6
"2579",122,0,0,1,1,6
"2580",122,0,0,1,1,6
"2581",122,0,1,0,1,1
"2582",122,0,1,0,1,1
"2583",122,0,1,0,1,1
"2584",122,0,1,0,1,1
"2585",122,0,1,0,1,1
"2586",122,0,1,0,1,1
"2587",122,0,1,0,1,1
"2588",122,0,1,0,1,1
"2589",122,0,1,0,1,1
"2590",122,0,1,0,1,1
"2591",122,0,1,0,1,1
"2592",122,0,1,0,1,1
"2593",122,0,1,0,1,1
"2594",122,0,1,0,1,1
"2595",122,0,1,0,1,1
"2596",122,0,1,0,1,2
"2597",122,0,1,0,1,2
"2598",122,0,1,0,1,2
"2599",122,0,1,0,1,2
"2600",122,0,1,0,1,2
"2601",122,0,1,0,1,3
"2602",122,0,1,0,1,3
"2603",122,0,1,0,0,4
"2604",122,0,1,0,0,4
"2605",122,0,1,0,0,5
"2606",122,0,1,0,0,5
"2607",122,0,1,0,0,5
"2608",122,0,1,0,0,5
"2609",122,0,1,0,0,5
"2610",122,0,1,0,0,6
"2611",122,0,1,1,0,2
"2612",122,0,1,1,0,2
"2613",122,0,1,1,0,3
"2614",122,0,1,1,1,4
"2615",122,0,1,1,1,4
"2616",122,0,1,1,1,4
"2617",122,0,1,1,1,4
"2618",122,0,1,1,1,5
"2619",122,0,1,1,1,5
"2620",122,0,1,1,1,5
"2621",122,0,1,1,1,5
"2622",122,0,1,1,1,5
"2623",122,0,1,1,1,5
"2624",122,0,1,1,1,5
"2625",122,0,1,1,1,5
"2626",122,0,1,1,1,5
"2627",122,0,1,1,1,5
"2628",122,0,1,1,1,5
"2629",122,0,1,1,1,5
"2630",122,0,1,1,1,5
"2631",122,0,1,1,1,5
"2632",122,0,1,1,1,5
"2633",122,0,1,1,1,5
"2634",122,0,1,1,1,5
"2635",122,0,1,1,1,5
"2636",122,0,1,1,1,5
"2637",122,0,1,1,1,5
"2638",122,0,1,1,1,5
"2639",122,0,1,1,1,5
"2640",122,0,1,1,1,5
"2641",123,0,0,0,1,1
"2642",123,0,0,0,1,1
"2643",123,0,0,0,1,1
"2644",123,0,0,0,1,1
"2645",123,0,0,0,1,1
"2646",123,0,0,0,1,1
"2647",123,0,0,0,1,1
"2648",123,0,0,0,1,1
"2649",123,0,0,0,1,1
"2650",123,0,0,0,1,1
"2651",123,0,0,0,1,1
"2652",123,0,0,0,1,1
"2653",123,0,0,0,1,1
"2654",123,0,0,0,1,1
"2655",123,0,0,0,1,1
"2656",123,0,0,0,1,1
"2657",123,0,0,0,1,1
"2658",123,0,0,0,1,1
"2659",123,0,0,0,1,1
"2660",123,0,0,0,1,1
"2661",123,0,0,0,1,1
"2662",123,0,0,0,1,1
"2663",123,0,0,0,1,2
"2664",123,0,0,0,1,2
"2665",123,0,0,0,1,2
"2666",123,0,0,0,0,4
"2667",123,0,0,0,0,5
"2668",123,0,0,0,0,5
"2669",123,0,0,0,0,5
"2670",123,0,0,0,0,6
"2671",123,0,0,1,0,3
"2672",123,0,0,1,0,3
"2673",123,0,0,1,0,3
"2674",123,0,0,1,1,4
"2675",123,0,0,1,1,5
"2676",123,0,0,1,1,5
"2677",123,0,0,1,1,5
"2678",123,0,0,1,1,6
"2679",123,0,0,1,1,6
"2680",123,0,0,1,1,6
"2681",123,0,0,1,1,6
"2682",123,0,0,1,1,6
"2683",123,0,0,1,1,6
"2684",123,0,0,1,1,6
"2685",123,0,0,1,1,6
"2686",123,0,0,1,1,6
"2687",123,0,0,1,1,6
"2688",123,0,0,1,1,6
"2689",123,0,0,1,1,6
"2690",123,0,0,1,1,6
"2691",123,0,0,1,1,6
"2692",123,0,0,1,1,6
"2693",123,0,0,1,1,6
"2694",123,0,0,1,1,6
"2695",123,0,0,1,1,6
"2696",123,0,0,1,1,6
"2697",123,0,0,1,1,6
"2698",123,0,0,1,1,6
"2699",123,0,0,1,1,6
"2700",123,0,0,1,1,6
"2701",123,0,1,0,1,1
"2702",123,0,1,0,1,1
"2703",123,0,1,0,1,1
"2704",123,0,1,0,1,1
"2705",123,0,1,0,1,1
"2706",123,0,1,0,1,1
"2707",123,0,1,0,1,1
"2708",123,0,1,0,1,1
"2709",123,0,1,0,1,1
"2710",123,0,1,0,1,1
"2711",123,0,1,0,1,1
"2712",123,0,1,0,1,1
"2713",123,0,1,0,1,1
"2714",123,0,1,0,1,1
"2715",123,0,1,0,1,1
"2716",123,0,1,0,1,2
"2717",123,0,1,0,1,2
"2718",123,0,1,0,1,2
"2719",123,0,1,0,1,3
"2720",123,0,1,0,0,4
"2721",123,0,1,0,0,4
"2722",123,0,1,0,0,4
"2723",123,0,1,0,0,4
"2724",123,0,1,0,0,5
"2725",123,0,1,0,0,5
"2726",123,0,1,0,0,5
"2727",123,0,1,0,0,5
"2728",123,0,1,0,0,5
"2729",123,0,1,0,0,5
"2730",123,0,1,0,0,6
"2731",123,0,1,1,0,1
"2732",123,0,1,1,0,1
"2733",123,0,1,1,0,3
"2734",123,0,1,1,0,3
"2735",123,0,1,1,0,3
"2736",123,0,1,1,0,3
"2737",123,0,1,1,1,4
"2738",123,0,1,1,1,4
"2739",123,0,1,1,1,4
"2740",123,0,1,1,1,5
"2741",123,0,1,1,1,6
"2742",123,0,1,1,1,6
"2743",123,0,1,1,1,6
"2744",123,0,1,1,1,6
"2745",123,0,1,1,1,6
"2746",123,0,1,1,1,6
"2747",123,0,1,1,1,6
"2748",123,0,1,1,1,6
"2749",123,0,1,1,1,6
"2750",123,0,1,1,1,6
"2751",123,0,1,1,1,6
"2752",123,0,1,1,1,6
"2753",123,0,1,1,1,6
"2754",123,0,1,1,1,6
"2755",123,0,1,1,1,6
"2756",123,0,1,1,1,6
"2757",123,0,1,1,1,6
"2758",123,0,1,1,1,6
"2759",123,0,1,1,1,6
"2760",123,0,1,1,1,6
"2761",124,0,0,0,1,1
"2762",124,0,0,0,1,1
"2763",124,0,0,0,1,1
"2764",124,0,0,0,1,1
"2765",124,0,0,0,1,1
"2766",124,0,0,0,1,1
"2767",124,0,0,0,1,1
"2768",124,0,0,0,1,1
"2769",124,0,0,0,1,1
"2770",124,0,0,0,1,1
"2771",124,0,0,0,1,1
"2772",124,0,0,0,1,1
"2773",124,0,0,0,1,1
"2774",124,0,0,0,1,1
"2775",124,0,0,0,1,1
"2776",124,0,0,0,1,1
"2777",124,0,0,0,1,2
"2778",124,0,0,0,1,2
"2779",124,0,0,0,1,2
"2780",124,0,0,0,1,2
"2781",124,0,0,0,1,2
"2782",124,0,0,0,1,3
"2783",124,0,0,0,1,3
"2784",124,0,0,0,0,4
"2785",124,0,0,0,0,4
"2786",124,0,0,0,0,4
"2787",124,0,0,0,0,5
"2788",124,0,0,0,0,5
"2789",124,0,0,0,0,5
"2790",124,0,0,0,0,5
"2791",124,0,0,1,0,2
"2792",124,0,0,1,0,2
"2793",124,0,0,1,1,4
"2794",124,0,0,1,1,4
"2795",124,0,0,1,1,5
"2796",124,0,0,1,1,5
"2797",124,0,0,1,1,5
"2798",124,0,0,1,1,6
"2799",124,0,0,1,1,6
"2800",124,0,0,1,1,6
"2801",124,0,0,1,1,6
"2802",124,0,0,1,1,6
"2803",124,0,0,1,1,6
"2804",124,0,0,1,1,6
"2805",124,0,0,1,1,6
"2806",124,0,0,1,1,6
"2807",124,0,0,1,1,6
"2808",124,0,0,1,1,6
"2809",124,0,0,1,1,6
"2810",124,0,0,1,1,6
"2811",124,0,0,1,1,6
"2812",124,0,0,1,1,6
"2813",124,0,0,1,1,6
"2814",124,0,0,1,1,6
"2815",124,0,0,1,1,6
"2816",124,0,0,1,1,6
"2817",124,0,0,1,1,6
"2818",124,0,0,1,1,6
"2819",124,0,0,1,1,6
"2820",124,0,0,1,1,6
"2821",124,0,1,0,1,1
"2822",124,0,1,0,1,1
"2823",124,0,1,0,1,1
"2824",124,0,1,0,1,1
"2825",124,0,1,0,1,1
"2826",124,0,1,0,1,1
"2827",124,0,1,0,1,1
"2828",124,0,1,0,1,1
"2829",124,0,1,0,1,1
"2830",124,0,1,0,1,1
"2831",124,0,1,0,1,1
"2832",124,0,1,0,1,1
"2833",124,0,1,0,1,1
"2834",124,0,1,0,1,1
"2835",124,0,1,0,1,2
"2836",124,0,1,0,1,2
"2837",124,0,1,0,1,2
"2838",124,0,1,0,1,2
"2839",124,0,1,0,1,2
"2840",124,0,1,0,1,3
"2841",124,0,1,0,0,4
"2842",124,0,1,0,0,4
"2843",124,0,1,0,0,4
"2844",124,0,1,0,0,4
"2845",124,0,1,0,0,4
"2846",124,0,1,0,0,5
"2847",124,0,1,0,0,5
"2848",124,0,1,0,0,5
"2849",124,0,1,0,0,6
"2850",124,0,1,0,0,6
"2851",124,0,1,1,0,1
"2852",124,0,1,1,0,1
"2853",124,0,1,1,0,1
"2854",124,0,1,1,0,2
"2855",124,0,1,1,0,2
"2856",124,0,1,1,0,2
"2857",124,0,1,1,0,2
"2858",124,0,1,1,0,2
"2859",124,0,1,1,0,3
"2860",124,0,1,1,1,4
"2861",124,0,1,1,1,4
"2862",124,0,1,1,1,5
"2863",124,0,1,1,1,5
"2864",124,0,1,1,1,5
"2865",124,0,1,1,1,5
"2866",124,0,1,1,1,5
"2867",124,0,1,1,1,5
"2868",124,0,1,1,1,6
"2869",124,0,1,1,1,6
"2870",124,0,1,1,1,6
"2871",124,0,1,1,1,6
"2872",124,0,1,1,1,6
"2873",124,0,1,1,1,6
"2874",124,0,1,1,1,6
"2875",124,0,1,1,1,6
"2876",124,0,1,1,1,6
"2877",124,0,1,1,1,6
"2878",124,0,1,1,1,6
"2879",124,0,1,1,1,6
"2880",124,0,1,1,1,6
"2881",125,0,0,0,1,1
"2882",125,0,0,0,1,1
"2883",125,0,0,0,1,1
"2884",125,0,0,0,1,1
"2885",125,0,0,0,1,1
"2886",125,0,0,0,1,1
"2887",125,0,0,0,1,1
"2888",125,0,0,0,1,1
"2889",125,0,0,0,1,1
"2890",125,0,0,0,1,1
"2891",125,0,0,0,1,1
"2892",125,0,0,0,1,1
"2893",125,0,0,0,1,1
"2894",125,0,0,0,1,1
"2895",125,0,0,0,1,1
"2896",125,0,0,0,1,1
"2897",125,0,0,0,1,1
"2898",125,0,0,0,1,1
"2899",125,0,0,0,1,1
"2900",125,0,0,0,1,1
"2901",125,0,0,0,1,1
"2902",125,0,0,0,1,1
"2903",125,0,0,0,1,2
"2904",125,0,0,0,1,2
"2905",125,0,0,0,1,2
"2906",125,0,0,0,1,2
"2907",125,0,0,0,1,3
"2908",125,0,0,0,0,4
"2909",125,0,0,0,0,4
"2910",125,0,0,0,0,4
"2911",125,0,0,1,0,3
"2912",125,0,0,1,0,3
"2913",125,0,0,1,0,3
"2914",125,0,0,1,0,3
"2915",125,0,0,1,1,4
"2916",125,0,0,1,1,4
"2917",125,0,0,1,1,6
"2918",125,0,0,1,1,6
"2919",125,0,0,1,1,6
"2920",125,0,0,1,1,6
"2921",125,0,0,1,1,6
"2922",125,0,0,1,1,6
"2923",125,0,0,1,1,6
"2924",125,0,0,1,1,6
"2925",125,0,0,1,1,6
"2926",125,0,0,1,1,6
"2927",125,0,0,1,1,6
"2928",125,0,0,1,1,6
"2929",125,0,0,1,1,6
"2930",125,0,0,1,1,6
"2931",125,0,0,1,1,6
"2932",125,0,0,1,1,6
"2933",125,0,0,1,1,6
"2934",125,0,0,1,1,6
"2935",125,0,0,1,1,6
"2936",125,0,0,1,1,6
"2937",125,0,0,1,1,6
"2938",125,0,0,1,1,6
"2939",125,0,0,1,1,6
"2940",125,0,0,1,1,6
"2941",125,0,1,0,1,1
"2942",125,0,1,0,1,1
"2943",125,0,1,0,1,1
"2944",125,0,1,0,1,1
"2945",125,0,1,0,1,1
"2946",125,0,1,0,1,1
"2947",125,0,1,0,1,1
"2948",125,0,1,0,1,1
"2949",125,0,1,0,1,1
"2950",125,0,1,0,1,1
"2951",125,0,1,0,1,1
"2952",125,0,1,0,1,1
"2953",125,0,1,0,1,1
"2954",125,0,1,0,1,1
"2955",125,0,1,0,1,1
"2956",125,0,1,0,1,1
"2957",125,0,1,0,1,1
"2958",125,0,1,0,1,1
"2959",125,0,1,0,1,2
"2960",125,0,1,0,1,3
"2961",125,0,1,0,0,4
"2962",125,0,1,0,0,4
"2963",125,0,1,0,0,4
"2964",125,0,1,0,0,4
"2965",125,0,1,0,0,5
"2966",125,0,1,0,0,6
"2967",125,0,1,0,0,6
"2968",125,0,1,0,0,6
"2969",125,0,1,0,0,6
"2970",125,0,1,0,0,6
"2971",125,0,1,1,0,2
"2972",125,0,1,1,0,2
"2973",125,0,1,1,0,2
"2974",125,0,1,1,0,3
"2975",125,0,1,1,0,3
"2976",125,0,1,1,1,4
"2977",125,0,1,1,1,4
"2978",125,0,1,1,1,4
