"trial","cond","id","signal","item","group","d","s","a","b","rating"
26,-1,14,1,18,1,0.526604039068664,0.988555092942463,0.758166411478691,1.40697723151535,3
27,-1,14,1,10,1,0.657625835530621,0.994826341786189,0.695841065383158,1.16511910095894,2
28,-1,14,1,15,1,0.684995381948898,0.819837350031538,0.671357098264732,0.820102666438465,4
29,-1,14,1,9,1,0.608452457407085,0.949676159465743,0.527488362883581,1.26894798175983,1
30,-1,14,1,13,1,0.661626172434912,0.852063762374948,0.668846153440098,0.972445367720432,2
31,-1,14,1,11,1,0.912502545274932,0.768151652460362,0.773442304841481,1.25103170218079,4
32,-1,14,1,8,1,0.63727376197092,0.906966924211626,0.708867109277014,0.758763322369229,3
33,-1,14,1,17,1,0.848160204156204,1.05373531746058,0.669918833656087,1.11035229378198,5
34,-1,14,1,12,1,0.756371908793638,0.894797161706355,0.61387332862818,1.73852933934037,1
35,-1,14,1,19,1,0.867202163130611,0.840753552703492,0.651535983835956,1.22354444429301,2
36,-1,14,1,6,1,0.681588100016922,0.951648332689324,0.753945768151443,1.57421805057519,3
37,-1,14,1,1,1,0.592863658548889,0.857260894395467,0.587268598457806,0.776934138713349,6
38,-1,14,1,2,1,0.794328853997454,0.907402931433339,0.597935277971102,1.02459613393166,2
39,-1,14,1,5,1,0.821313840258573,0.881259322445919,0.777657620289588,1.61250986544319,5
40,-1,14,1,20,1,0.794139324754696,0.780901174114178,0.763225904134318,1.60413803304587,5
1,1,14,0,4,1,1.86456812848773,0.854353377744665,0.730734489172777,1.15796829667698,1
2,1,14,0,3,1,2.01724498482547,0.870381403988311,0.73059740724281,1.17740317749728,1
3,1,14,0,16,1,2.6215285259152,1.03644554356605,0.792058559926763,1.41469432189961,4
4,1,14,0,14,1,1.52291992972959,1.22074210095313,0.84524282868544,0.761943675577477,3
5,1,14,0,7,1,2.49974885046578,1.04549666862782,0.661465256296912,1.38722090478671,1
6,1,14,0,18,1,1.38996468214917,1.07956383609405,0.758166411478691,1.40697723151535,4
7,1,14,0,10,1,1.73579505214774,1.08641243108604,0.695841065383158,1.16511910095894,1
8,1,14,0,15,1,1.80803662278804,0.89531353476598,0.671357098264732,0.820102666438465,4
9,1,14,0,9,1,1.60600254426162,1.03710561513396,0.527488362883581,1.26894798175983,1
10,1,14,0,13,1,1.74635389066993,0.930506787606795,0.668846153440098,0.972445367720432,6
11,1,14,0,11,1,2.40853889489062,0.838869528418238,0.773442304841481,1.25103170218079,2
12,1,14,0,8,1,1.68207601211433,0.990464465665662,0.708867109277014,0.758763322369229,5
13,1,14,0,17,1,2.2387081015682,1.15074470777294,0.669918833656087,1.11035229378198,1
14,1,14,0,12,1,1.99643406011899,0.977174325755059,0.61387332862818,1.73852933934037,1
15,1,14,0,19,1,2.28896911077004,0.918155333017045,0.651535983835956,1.22354444429301,4
16,1,14,0,6,1,1.79904314534349,1.0392593513353,0.753945768151443,1.57421805057519,1
17,1,14,0,1,1,1.56485610738973,0.936182380015165,0.587268598457806,0.776934138713349,3
18,1,14,0,2,1,2.09662093557266,0.990940612753667,0.597935277971102,1.02459613393166,1
19,1,14,0,5,1,2.16784746455556,0.962390160675377,0.777657620289588,1.61250986544319,1
20,1,14,0,20,1,2.09612067554022,0.852792801489433,0.763225904134318,1.60413803304587,1
21,1,14,1,4,1,1.86456812848773,0.854353377744665,0.730734489172777,1.15796829667698,5
22,1,14,1,3,1,2.01724498482547,0.870381403988311,0.73059740724281,1.17740317749728,2
23,1,14,1,16,1,2.6215285259152,1.03644554356605,0.792058559926763,1.41469432189961,5
24,1,14,1,14,1,1.52291992972959,1.22074210095313,0.84524282868544,0.761943675577477,6
25,1,14,1,7,1,2.49974885046578,1.04549666862782,0.661465256296912,1.38722090478671,5
26,1,14,1,18,1,1.38996468214917,1.07956383609405,0.758166411478691,1.40697723151535,2
27,1,14,1,10,1,1.73579505214774,1.08641243108604,0.695841065383158,1.16511910095894,6
28,1,14,1,15,1,1.80803662278804,0.89531353476598,0.671357098264732,0.820102666438465,6
29,1,14,1,9,1,1.60600254426162,1.03710561513396,0.527488362883581,1.26894798175983,2
30,1,14,1,13,1,1.74635389066993,0.930506787606795,0.668846153440098,0.972445367720432,5
31,1,14,1,11,1,2.40853889489062,0.838869528418238,0.773442304841481,1.25103170218079,4
32,1,14,1,8,1,1.68207601211433,0.990464465665662,0.708867109277014,0.758763322369229,6
33,1,14,1,17,1,2.2387081015682,1.15074470777294,0.669918833656087,1.11035229378198,6
34,1,14,1,12,1,1.99643406011899,0.977174325755059,0.61387332862818,1.73852933934037,6
35,1,14,1,19,1,2.28896911077004,0.918155333017045,0.651535983835956,1.22354444429301,4
36,1,14,1,6,1,1.79904314534349,1.0392593513353,0.753945768151443,1.57421805057519,6
37,1,14,1,1,1,1.56485610738973,0.936182380015165,0.587268598457806,0.776934138713349,4
38,1,14,1,2,1,2.09662093557266,0.990940612753667,0.597935277971102,1.02459613393166,6
39,1,14,1,5,1,2.16784746455556,0.962390160675377,0.777657620289588,1.61250986544319,1
40,1,14,1,20,1,2.09612067554022,0.852792801489433,0.763225904134318,1.60413803304587,2
1,-1,15,0,4,1,0.779527545405717,1.12757538888262,0.780336184549708,1.22308680280937,2
2,-1,15,0,3,1,0.843357776783612,1.14872917418445,0.780189797603715,1.24252168362967,2
3,-1,15,0,16,1,1.09599304299768,1.36790058690612,0.845822886083932,1.479812828032,1
4,-1,15,0,14,1,0.636693299930212,1.61113514040439,0.902617262120834,0.827062181709868,1
5,-1,15,0,7,1,1.04508012110815,1.37984625965372,0.70636500939657,1.4523394109191,1
6,-1,15,0,18,1,0.581108161360224,1.42480809933798,0.809630164653608,1.47209573764775,3
7,-1,15,0,10,1,0.725690864095996,1.43384687341269,0.743074221977377,1.23023760709133,2
8,-1,15,0,15,1,0.755893189973551,1.18163459457561,0.716928301992867,0.885221172570857,1
9,-1,15,0,9,1,0.671427984913042,1.36877174920765,0.563293867452342,1.33406648789223,1
10,-1,15,0,13,1,0.730105240460039,1.22808264147488,0.714246916163812,1.03756387385282,5
11,-1,15,0,11,1,1.00694760575526,1.10713980814935,0.825942973914604,1.31615020831318,1
12,-1,15,0,8,1,0.703232327570029,1.3072147710068,0.756984463717048,0.823881828501621,3
13,-1,15,0,17,1,0.935945758501595,1.5187525971946,0.715392409088245,1.17547079991437,1
14,-1,15,0,12,1,0.834657269247196,1.28967444744939,0.655542578263717,1.80364784547276,1
15,-1,15,0,19,1,0.95695858207941,1.21178119458522,0.695761745554039,1.2886629504254,2
16,-1,15,0,6,1,0.752133250451955,1.37161424974436,0.805123027301902,1.63933655670758,1
17,-1,15,0,1,1,0.654225727485769,1.23557328701303,0.627131939461618,0.842052644845741,1
18,-1,15,0,2,1,0.876542801833026,1.3078431898226,0.638522664980326,1.08971464006405,2
19,-1,15,0,5,1,0.906320765135895,1.27016230982195,0.830444421734829,1.67762837157558,1
20,-1,15,0,20,1,0.876333656096169,1.12551574070458,0.815033091781242,1.66925653917826,1
21,-1,15,1,4,1,0.779527545405717,1.12757538888262,0.780336184549708,1.22308680280937,2
22,-1,15,1,3,1,0.843357776783612,1.14872917418445,0.780189797603715,1.24252168362967,1
23,-1,15,1,16,1,1.09599304299768,1.36790058690612,0.845822886083932,1.479812828032,3
24,-1,15,1,14,1,0.636693299930212,1.61113514040439,0.902617262120834,0.827062181709868,2
25,-1,15,1,7,1,1.04508012110815,1.37984625965372,0.70636500939657,1.4523394109191,4
26,-1,15,1,18,1,0.581108161360224,1.42480809933798,0.809630164653608,1.47209573764775,6
27,-1,15,1,10,1,0.725690864095996,1.43384687341269,0.743074221977377,1.23023760709133,3
28,-1,15,1,15,1,0.755893189973551,1.18163459457561,0.716928301992867,0.885221172570857,1
29,-1,15,1,9,1,0.671427984913042,1.36877174920765,0.563293867452342,1.33406648789223,6
30,-1,15,1,13,1,0.730105240460039,1.22808264147488,0.714246916163812,1.03756387385282,2
31,-1,15,1,11,1,1.00694760575526,1.10713980814935,0.825942973914604,1.31615020831318,1
32,-1,15,1,8,1,0.703232327570029,1.3072147710068,0.756984463717048,0.823881828501621,5
33,-1,15,1,17,1,0.935945758501595,1.5187525971946,0.715392409088245,1.17547079991437,5
34,-1,15,1,12,1,0.834657269247196,1.28967444744939,0.655542578263717,1.80364784547276,1
35,-1,15,1,19,1,0.95695858207941,1.21178119458522,0.695761745554039,1.2886629504254,3
36,-1,15,1,6,1,0.752133250451955,1.37161424974436,0.805123027301902,1.63933655670758,1
37,-1,15,1,1,1,0.654225727485769,1.23557328701303,0.627131939461618,0.842052644845741,5
38,-1,15,1,2,1,0.876542801833026,1.3078431898226,0.638522664980326,1.08971464006405,3
39,-1,15,1,5,1,0.906320765135895,1.27016230982195,0.830444421734829,1.67762837157558,1
40,-1,15,1,20,1,0.876333656096169,1.12551574070458,0.815033091781242,1.66925653917826,2
1,1,15,0,4,1,4.17392743116193,1.18621187065182,0.780336184549708,1.22308680280937,1
2,1,15,0,3,1,4.51570208076324,1.20846570084504,0.780189797603715,1.24252168362967,1
3,1,15,0,16,1,5.8684204984055,1.4390345249266,0.845822886083932,1.479812828032,1
4,1,15,0,14,1,3.40913114036603,1.69491782777011,0.902617262120834,0.827062181709868,2
5,1,15,0,7,1,5.59581070734969,1.45160139979442,0.70636500939657,1.4523394109191,1
6,1,15,0,18,1,3.11150428162371,1.49890135728345,0.809630164653608,1.47209573764775,2
7,1,15,0,10,1,3.88566256836685,1.50841016814369,0.743074221977377,1.23023760709133,2
8,1,15,0,15,1,4.0473788761589,1.24308227784879,0.716928301992867,0.885221172570857,3
9,1,15,0,9,1,3.59511565793319,1.43995098964685,0.563293867452342,1.33406648789223,1
10,1,15,0,13,1,3.90929904754701,1.29194572870425,0.714246916163812,1.03756387385282,1
11,1,15,0,11,1,5.39163273725912,1.16471359329628,0.825942973914604,1.31615020831318,2
12,1,15,0,8,1,3.76540985603877,1.3751929087387,0.756984463717048,0.823881828501621,1
13,1,15,0,17,1,5.01145815630701,1.59773118244518,0.715392409088245,1.17547079991437,2
14,1,15,0,12,1,4.46911580259346,1.35674044850942,0.655542578263717,1.80364784547276,1
15,1,15,0,19,1,5.12396989659704,1.27479656954384,0.695761745554039,1.2886629504254,1
16,1,15,0,6,1,4.02724653471543,1.44294130666886,0.805123027301902,1.63933655670758,2
17,1,15,0,1,1,3.50300733594153,1.29982590482711,0.627131939461618,0.842052644845741,4
18,1,15,0,2,1,4.69338904920186,1.37585400676052,0.638522664980326,1.08971464006405,1
19,1,15,0,5,1,4.85283313633709,1.33621363539903,0.830444421734829,1.67762837157558,1
20,1,15,0,20,1,4.69226919252287,1.18404511608955,0.815033091781242,1.66925653917826,1
21,1,15,1,4,1,4.17392743116193,1.18621187065182,0.780336184549708,1.22308680280937,6
22,1,15,1,3,1,4.51570208076324,1.20846570084504,0.780189797603715,1.24252168362967,6
23,1,15,1,16,1,5.8684204984055,1.4390345249266,0.845822886083932,1.479812828032,6
24,1,15,1,14,1,3.40913114036603,1.69491782777011,0.902617262120834,0.827062181709868,5
25,1,15,1,7,1,5.59581070734969,1.45160139979442,0.70636500939657,1.4523394109191,6
26,1,15,1,18,1,3.11150428162371,1.49890135728345,0.809630164653608,1.47209573764775,6
27,1,15,1,10,1,3.88566256836685,1.50841016814369,0.743074221977377,1.23023760709133,6
28,1,15,1,15,1,4.0473788761589,1.24308227784879,0.716928301992867,0.885221172570857,6
29,1,15,1,9,1,3.59511565793319,1.43995098964685,0.563293867452342,1.33406648789223,6
30,1,15,1,13,1,3.90929904754701,1.29194572870425,0.714246916163812,1.03756387385282,6
31,1,15,1,11,1,5.39163273725912,1.16471359329628,0.825942973914604,1.31615020831318,6
32,1,15,1,8,1,3.76540985603877,1.3751929087387,0.756984463717048,0.823881828501621,6
33,1,15,1,17,1,5.01145815630701,1.59773118244518,0.715392409088245,1.17547079991437,6
34,1,15,1,12,1,4.46911580259346,1.35674044850942,0.655542578263717,1.80364784547276,6
35,1,15,1,19,1,5.12396989659704,1.27479656954384,0.695761745554039,1.2886629504254,6
36,1,15,1,6,1,4.02724653471543,1.44294130666886,0.805123027301902,1.63933655670758,6
37,1,15,1,1,1,3.50300733594153,1.29982590482711,0.627131939461618,0.842052644845741,6
38,1,15,1,2,1,4.69338904920186,1.37585400676052,0.638522664980326,1.08971464006405,6
39,1,15,1,5,1,4.85283313633709,1.33621363539903,0.830444421734829,1.67762837157558,4
40,1,15,1,20,1,4.69226919252287,1.18404511608955,0.815033091781242,1.66925653917826,6
1,-1,16,0,4,1,0.932174196552433,0.896568238317214,0.588582929650921,1.08064849714399,3
2,-1,16,0,3,1,1.00850362840013,0.913388232979027,0.588472514602585,1.10008337796429,1
3,-1,16,0,16,1,1.31060979218082,1.08765784663926,0.637977479596636,1.33737452236662,2
4,-1,16,0,14,1,0.761370228429659,1.28106076876576,0.680815683049659,0.684623876044488,3
5,-1,16,0,7,1,1.24972713019381,1.09715620114081,0.532788809317415,1.30990110525372,1
6,-1,16,0,18,1,0.694900438885832,1.1329066776009,0.610678453313762,1.32965743198237,1
7,-1,16,0,10,1,0.867795246198833,1.14009367177318,0.560477408556803,1.08779930142595,3
8,-1,16,0,15,1,0.903911774761362,0.939552297113516,0.540756367180538,0.742782866905477,1
9,-1,16,0,9,1,0.802906640141088,1.08835053331695,0.424874767214357,1.19162818222685,1
10,-1,16,0,13,1,0.873074043291615,0.976484500487531,0.538733882566806,0.895125568187444,1
11,-1,16,0,11,1,1.20412752685573,0.880319309156764,0.622982689943792,1.1737119026478,1
12,-1,16,0,8,1,0.840938891519357,1.03940477585735,0.570969464413488,0.681443522836241,1
13,-1,16,0,17,1,1.11922213729316,1.20760470114181,0.539597891688396,1.03303249424899,1
14,-1,16,0,12,1,0.99809939230846,1.0254579505307,0.494455055224724,1.66120953980738,1
15,-1,16,0,19,1,1.14434968031764,0.963522742308005,0.52479110240613,1.14622464476002,2
16,-1,16,0,6,1,0.89941556597017,1.09061068880078,0.607278862010256,1.4968982510422,1
17,-1,16,0,1,1,0.78233584621512,0.982440532288343,0.473025807997079,0.699614339180361,1
18,-1,16,0,2,1,1.04818692663035,1.03990445007529,0.481617472371222,0.947276334398673,1
19,-1,16,0,5,1,1.08379599417443,1.00994327804767,0.626377989813459,1.5351900659102,1
20,-1,16,0,20,1,1.04793682609142,0.894930551687348,0.614753710543193,1.52681823351288,2
21,-1,16,1,4,1,0.932174196552433,0.896568238317214,0.588582929650921,1.08064849714399,3
22,-1,16,1,3,1,1.00850362840013,0.913388232979027,0.588472514602585,1.10008337796429,6
23,-1,16,1,16,1,1.31060979218082,1.08765784663926,0.637977479596636,1.33737452236662,1
24,-1,16,1,14,1,0.761370228429659,1.28106076876576,0.680815683049659,0.684623876044488,3
25,-1,16,1,7,1,1.24972713019381,1.09715620114081,0.532788809317415,1.30990110525372,1
26,-1,16,1,18,1,0.694900438885832,1.1329066776009,0.610678453313762,1.32965743198237,3
27,-1,16,1,10,1,0.867795246198833,1.14009367177318,0.560477408556803,1.08779930142595,5
28,-1,16,1,15,1,0.903911774761362,0.939552297113516,0.540756367180538,0.742782866905477,5
29,-1,16,1,9,1,0.802906640141088,1.08835053331695,0.424874767214357,1.19162818222685,5
30,-1,16,1,13,1,0.873074043291615,0.976484500487531,0.538733882566806,0.895125568187444,4
31,-1,16,1,11,1,1.20412752685573,0.880319309156764,0.622982689943792,1.1737119026478,2
32,-1,16,1,8,1,0.840938891519357,1.03940477585735,0.570969464413488,0.681443522836241,6
33,-1,16,1,17,1,1.11922213729316,1.20760470114181,0.539597891688396,1.03303249424899,4
34,-1,16,1,12,1,0.99809939230846,1.0254579505307,0.494455055224724,1.66120953980738,2
35,-1,16,1,19,1,1.14434968031764,0.963522742308005,0.52479110240613,1.14622464476002,2
36,-1,16,1,6,1,0.89941556597017,1.09061068880078,0.607278862010256,1.4968982510422,4
37,-1,16,1,1,1,0.78233584621512,0.982440532288343,0.473025807997079,0.699614339180361,5
38,-1,16,1,2,1,1.04818692663035,1.03990445007529,0.481617472371222,0.947276334398673,6
39,-1,16,1,5,1,1.08379599417443,1.00994327804767,0.626377989813459,1.5351900659102,2
40,-1,16,1,20,1,1.04793682609142,0.894930551687348,0.614753710543193,1.52681823351288,1
1,1,16,0,4,1,0.712659892909876,1.09291322904559,0.588582929650921,1.08064849714399,1
2,1,16,0,3,1,0.771014785083067,1.11341673774994,0.588472514602585,1.10008337796429,2
3,1,16,0,16,1,1.0019790695737,1.3258507255381,0.637977479596636,1.33737452236662,1
4,1,16,0,14,1,0.582077928636301,1.56160814264764,0.680815683049659,0.684623876044488,1
5,1,16,0,7,1,0.955433443732303,1.33742918308908,0.532788809317415,1.30990110525372,1
6,1,16,0,18,1,0.531260867540595,1.38100887618778,0.610678453313762,1.32965743198237,1
7,1,16,0,10,1,0.663441306904887,1.38976979440044,0.560477408556803,1.08779930142595,3
8,1,16,0,15,1,0.691052885805957,1.14531063114934,0.540756367180538,0.742782866905477,2
9,1,16,0,9,1,0.613833082159758,1.32669510793007,0.424874767214357,1.19162818222685,1
10,1,16,0,13,1,0.667477019312234,1.19033084480427,0.538733882566806,0.895125568187444,4
11,1,16,0,11,1,0.920571924767467,1.07310584698775,0.622982689943792,1.1737119026478,1
12,1,16,0,8,1,0.642909257293762,1.26703041811944,0.570969464413488,0.681443522836241,1
13,1,16,0,17,1,0.855660595901127,1.47206547915718,0.539597891688396,1.03303249424899,4
14,1,16,0,12,1,0.763060604623752,1.25002929176759,0.494455055224724,1.66120953980738,1
15,1,16,0,19,1,0.874870945412132,1.17453051151041,0.52479110240613,1.14622464476002,1
16,1,16,0,6,1,0.687615472833701,1.32945022875903,0.607278862010256,1.4968982510422,1
17,1,16,0,1,1,0.598106429512034,1.1975912246276,0.473025807997079,0.699614339180361,1
18,1,16,0,2,1,0.801353208064153,1.26763951906643,0.481617472371222,0.947276334398673,3
19,1,16,0,5,1,0.82857682609224,1.23111696577126,0.626377989813459,1.5351900659102,1
20,1,16,0,20,1,0.801162002789485,1.09091689535194,0.614753710543193,1.52681823351288,1
21,1,16,1,4,1,0.712659892909876,1.09291322904559,0.588582929650921,1.08064849714399,2
22,1,16,1,3,1,0.771014785083067,1.11341673774994,0.588472514602585,1.10008337796429,2
23,1,16,1,16,1,1.0019790695737,1.3258507255381,0.637977479596636,1.33737452236662,6
24,1,16,1,14,1,0.582077928636301,1.56160814264764,0.680815683049659,0.684623876044488,1
25,1,16,1,7,1,0.955433443732303,1.33742918308908,0.532788809317415,1.30990110525372,1
26,1,16,1,18,1,0.531260867540595,1.38100887618778,0.610678453313762,1.32965743198237,2
27,1,16,1,10,1,0.663441306904887,1.38976979440044,0.560477408556803,1.08779930142595,1
28,1,16,1,15,1,0.691052885805957,1.14531063114934,0.540756367180538,0.742782866905477,1
29,1,16,1,9,1,0.613833082159758,1.32669510793007,0.424874767214357,1.19162818222685,6
30,1,16,1,13,1,0.667477019312234,1.19033084480427,0.538733882566806,0.895125568187444,5
31,1,16,1,11,1,0.920571924767467,1.07310584698775,0.622982689943792,1.1737119026478,2
32,1,16,1,8,1,0.642909257293762,1.26703041811944,0.570969464413488,0.681443522836241,6
33,1,16,1,17,1,0.855660595901127,1.47206547915718,0.539597891688396,1.03303249424899,6
34,1,16,1,12,1,0.763060604623752,1.25002929176759,0.494455055224724,1.66120953980738,1
35,1,16,1,19,1,0.874870945412132,1.17453051151041,0.52479110240613,1.14622464476002,2
36,1,16,1,6,1,0.687615472833701,1.32945022875903,0.607278862010256,1.4968982510422,3
37,1,16,1,1,1,0.598106429512034,1.1975912246276,0.473025807997079,0.699614339180361,1
38,1,16,1,2,1,0.801353208064153,1.26763951906643,0.481617472371222,0.947276334398673,1
39,1,16,1,5,1,0.82857682609224,1.23111696577126,0.626377989813459,1.5351900659102,1
40,1,16,1,20,1,0.801162002789485,1.09091689535194,0.614753710543193,1.52681823351288,2
1,-1,17,0,4,1,0.745907363196594,1.06880812788827,0.720853332148729,1.27668713979644,1
2,-1,17,0,3,1,0.806984665544562,1.08885941482581,0.720718103871621,1.29612202061674,5
3,-1,17,0,16,1,1.04872404522758,1.29660799609789,0.78134816494905,1.53341316501907,1
4,-1,17,0,14,1,0.6092334046627,1.52716558925345,0.833813263997524,0.880662518696937,5
5,-1,17,0,7,1,1.00000694274278,1.30793108123403,0.652520773505603,1.50593974790617,5
6,-1,17,0,18,1,0.556045593163265,1.35054958831848,0.747914313797273,1.52569607463481,3
7,-1,17,0,10,1,0.694392599881734,1.35911727726633,0.68643174512702,1.2838379440784,1
8,-1,17,0,15,1,0.723292332021419,1.12004986214527,0.662278855749215,0.938821509557925,2
9,-1,17,0,9,1,0.642470020148202,1.29743375494095,0.520355545944953,1.38766682487929,1
10,-1,17,0,13,1,0.698616588954688,1.16407711791897,0.65980186448837,1.09116421083989,1
11,-1,17,0,11,1,0.96351904164607,1.04943761395085,0.762983643075246,1.36975054530025,1
12,-1,17,0,8,1,0.672902675811611,1.23908501899123,0.699281647909399,0.877482165488689,2
13,-1,17,0,17,1,0.895579427479511,1.43959786293455,0.660860039679882,1.22907113690144,3
14,-1,17,0,12,1,0.798659401513535,1.22245886647959,0.605572394646102,1.85724818245983,1
15,-1,17,0,19,1,0.915685990641543,1.14862527398571,0.642725766912449,1.34226328741247,1
16,-1,17,0,6,1,0.719694554635794,1.3001281093115,0.743750742963629,1.69293689369465,1
17,-1,17,0,1,1,0.626009677528843,1.1711773640872,0.579327419653965,0.895652981832809,4
18,-1,17,0,2,1,0.838738456258061,1.23968068571532,0.589849861914528,1.14331497705112,3
19,-1,17,0,5,1,0.867232128123176,1.20396366740527,0.767141958074536,1.73122870856265,1
20,-1,17,0,20,1,0.838538330751243,1.06685582497799,0.752905390848966,1.72285687616533,1
21,-1,17,1,4,1,0.745907363196594,1.06880812788827,0.720853332148729,1.27668713979644,4
22,-1,17,1,3,1,0.806984665544562,1.08885941482581,0.720718103871621,1.29612202061674,5
23,-1,17,1,16,1,1.04872404522758,1.29660799609789,0.78134816494905,1.53341316501907,5
24,-1,17,1,14,1,0.6092334046627,1.52716558925345,0.833813263997524,0.880662518696937,1
25,-1,17,1,7,1,1.00000694274278,1.30793108123403,0.652520773505603,1.50593974790617,6
26,-1,17,1,18,1,0.556045593163265,1.35054958831848,0.747914313797273,1.52569607463481,1
27,-1,17,1,10,1,0.694392599881734,1.35911727726633,0.68643174512702,1.2838379440784,5
28,-1,17,1,15,1,0.723292332021419,1.12004986214527,0.662278855749215,0.938821509557925,1
29,-1,17,1,9,1,0.642470020148202,1.29743375494095,0.520355545944953,1.38766682487929,2
30,-1,17,1,13,1,0.698616588954688,1.16407711791897,0.65980186448837,1.09116421083989,1
31,-1,17,1,11,1,0.96351904164607,1.04943761395085,0.762983643075246,1.36975054530025,1
32,-1,17,1,8,1,0.672902675811611,1.23908501899123,0.699281647909399,0.877482165488689,2
33,-1,17,1,17,1,0.895579427479511,1.43959786293455,0.660860039679882,1.22907113690144,1
34,-1,17,1,12,1,0.798659401513535,1.22245886647959,0.605572394646102,1.85724818245983,1
35,-1,17,1,19,1,0.915685990641543,1.14862527398571,0.642725766912449,1.34226328741247,4
36,-1,17,1,6,1,0.719694554635794,1.3001281093115,0.743750742963629,1.69293689369465,1
37,-1,17,1,1,1,0.626009677528843,1.1711773640872,0.579327419653965,0.895652981832809,1
38,-1,17,1,2,1,0.838738456258061,1.23968068571532,0.589849861914528,1.14331497705112,2
39,-1,17,1,5,1,0.867232128123176,1.20396366740527,0.767141958074536,1.73122870856265,2
40,-1,17,1,20,1,0.838538330751243,1.06685582497799,0.752905390848966,1.72285687616533,2
1,1,17,0,4,1,1.87121356884816,1.24865006274731,0.720853332148729,1.27668713979644,6
2,1,17,0,3,1,2.02443457529107,1.27207525950567,0.720718103871621,1.29612202061674,2
3,1,17,0,16,1,2.63087182166609,1.51478044883987,0.78134816494905,1.53341316501907,2
4,1,17,0,14,1,1.52834771400419,1.78413258571906,0.833813263997524,0.880662518696937,1
5,1,17,0,7,1,2.50865811564522,1.52800880161602,0.652520773505603,1.50593974790617,3
6,1,17,0,18,1,1.3949186053967,1.57779846933715,0.747914313797273,1.52569607463481,2
7,1,17,0,10,1,1.74198153700755,1.58780779193041,0.68643174512702,1.2838379440784,2
8,1,17,0,15,1,1.81448058123753,1.30851393637044,0.662278855749215,0.938821509557925,2
9,1,17,0,9,1,1.61172644030142,1.515745153172,0.520355545944953,1.38766682487929,1
10,1,17,0,13,1,1.75257800790724,1.35994939447558,0.65980186448837,1.09116421083989,1
11,1,17,0,11,1,2.41712308194029,1.22602018857972,0.762983643075246,1.36975054530025,1
12,1,17,0,8,1,1.68807103887116,1.44757842529655,0.699281647909399,0.877482165488689,2
13,1,17,0,17,1,2.24668700078142,1.68183036316882,0.660860039679882,1.22907113690144,1
14,1,17,0,12,1,2.0035494791146,1.42815468979602,0.605572394646102,1.85724818245983,1
15,1,17,0,19,1,2.29712714344264,1.34189756141649,0.642725766912449,1.34226328741247,2
16,1,17,0,6,1,1.80545505046274,1.51889287039651,0.743750742963629,1.69293689369465,1
17,1,17,0,1,1,1.57043335489034,1.36824435649182,0.579327419653965,0.895652981832809,1
18,1,17,0,2,1,2.10409342701607,1.44827432128853,0.589849861914528,1.14331497705112,1
19,1,17,0,5,1,2.1755738119151,1.40654741447495,0.767141958074536,1.73122870856265,1
20,1,17,0,20,1,2.1035913840248,1.24636925753277,0.752905390848966,1.72285687616533,6
21,1,17,1,4,1,1.87121356884816,1.24865006274731,0.720853332148729,1.27668713979644,2
22,1,17,1,3,1,2.02443457529107,1.27207525950567,0.720718103871621,1.29612202061674,1
23,1,17,1,16,1,2.63087182166609,1.51478044883987,0.78134816494905,1.53341316501907,6
24,1,17,1,14,1,1.52834771400419,1.78413258571906,0.833813263997524,0.880662518696937,5
25,1,17,1,7,1,2.50865811564522,1.52800880161602,0.652520773505603,1.50593974790617,3
26,1,17,1,18,1,1.3949186053967,1.57779846933715,0.747914313797273,1.52569607463481,6
27,1,17,1,10,1,1.74198153700755,1.58780779193041,0.68643174512702,1.2838379440784,5
28,1,17,1,15,1,1.81448058123753,1.30851393637044,0.662278855749215,0.938821509557925,6
29,1,17,1,9,1,1.61172644030142,1.515745153172,0.520355545944953,1.38766682487929,4
30,1,17,1,13,1,1.75257800790724,1.35994939447558,0.65980186448837,1.09116421083989,2
31,1,17,1,11,1,2.41712308194029,1.22602018857972,0.762983643075246,1.36975054530025,6
32,1,17,1,8,1,1.68807103887116,1.44757842529655,0.699281647909399,0.877482165488689,2
33,1,17,1,17,1,2.24668700078142,1.68183036316882,0.660860039679882,1.22907113690144,5
34,1,17,1,12,1,2.0035494791146,1.42815468979602,0.605572394646102,1.85724818245983,6
35,1,17,1,19,1,2.29712714344264,1.34189756141649,0.642725766912449,1.34226328741247,6
36,1,17,1,6,1,1.80545505046274,1.51889287039651,0.743750742963629,1.69293689369465,6
37,1,17,1,1,1,1.57043335489034,1.36824435649182,0.579327419653965,0.895652981832809,6
38,1,17,1,2,1,2.10409342701607,1.44827432128853,0.589849861914528,1.14331497705112,6
39,1,17,1,5,1,2.1755738119151,1.40654741447495,0.767141958074536,1.73122870856265,1
40,1,17,1,20,1,2.1035913840248,1.24636925753277,0.752905390848966,1.72285687616533,6
1,-1,18,0,4,1,0.723507059254409,1.19899045482341,0.903898767463977,1.24939046386642,2
2,-1,18,0,3,1,0.782750152417606,1.22148401659351,0.903729200830165,1.26882534468672,1
3,-1,18,0,16,1,1.01722986977943,1.45453666603441,0.979754981713767,1.50611648908905,1
4,-1,18,0,14,1,0.590937549024954,1.71317649695219,1.0455424814031,0.85336584276692,2
5,-1,18,0,7,1,0.969975787981505,1.46723891879909,0.818214602904358,1.47864307197616,2
